RouteUID,RouteID,RouteName,BusRouteType,DepartureStopNameZh,DestinationStopNameZh,SubRouteUID,SubRouteID,SubRouteName,Direction,OperatorIDs,FirstBusTime,LastBusTime
NWT16513,16513,885,11,三峽,捷運頭前庄站,NWT157548,157548,885,1,16177,0515,2130
NWT16515,16515,858,11,東昇公園,華亞園區,NWT157550,157550,858,0,16179,0450,2100
NWT16515,16515,858,11,東昇公園,華亞園區,NWT157550,157550,858,1,16179,0450,2100
NWT16517,16517,704,11,八里,北門,NWT157552,157552,704,0,16179,0510,2145
NWT16517,16517,704,11,八里,北門,NWT157552,157552,704,1,16179,0510,2145
NWT16518,16518,859,11,泰山,樹林,NWT157553,157553,859,0,16179,0530,2200
NWT16518,16518,859,11,泰山,樹林,NWT157553,157553,859,1,16179,0530,2200
NWT16518,16518,859,11,泰山,樹林,NWT159611,159611,859寵物公車,0,16179,0530,2200
NWT16518,16518,859,11,泰山,樹林,NWT159611,159611,859寵物公車,1,16179,0530,2200
NWT16519,16519,橘22,11,瓊林,捷運新莊站,NWT157554,157554,橘22,0,16179,0630,1830
NWT16519,16519,橘22,11,瓊林,捷運新莊站,NWT157554,157554,橘22,1,16179,0630,1830
NWT16521,16521,704區,11,八里,捷運蘆洲站,NWT157556,157556,704區,0,16179,0550,1740
NWT16521,16521,704區,11,八里,捷運蘆洲站,NWT157556,157556,704區,1,16179,0550,1740
NWT16521,16521,704區,11,八里,捷運蘆洲站,NWT159438,159438,704區繞,0,16179,0550,1740
NWT16521,16521,704區,11,八里,捷運蘆洲站,NWT159438,159438,704區繞,1,16179,0550,1740
NWT16522,16522,881,11,淡海,捷運淡水站,NWT157557,157557,881,0,16185,0530,2200
NWT16522,16522,881,11,淡海,捷運淡水站,NWT157557,157557,881,1,16185,0530,2200
NWT16522,16522,881,11,淡海,捷運淡水站,NWT159493,159493,881行經台北灣,0,16185,0530,2200
NWT16522,16522,881,11,淡海,捷運淡水站,NWT159493,159493,881行經台北灣,1,16185,0530,2200
NWT16526,16526,869,11,台北灣社區,捷運淡水站,NWT157561,157561,869,0,16186,0900,0900
NWT16526,16526,869,11,台北灣社區,捷運淡水站,NWT157561,157561,869,1,16186,0900,0900
NWT16527,16527,878,11,八里,捷運淡水站,NWT157562,157562,878,0,16186,0610,1550
NWT16527,16527,878,11,八里,捷運淡水站,NWT157562,157562,878,1,16186,0610,1550
NWT16527,16527,878,11,八里,捷運淡水站,NWT161057,161057,878延淡水商工,0,16186,0610,1550
NWT16527,16527,878,11,八里,捷運淡水站,NWT161057,161057,878延淡水商工,1,16186,0610,1550
NWT16528,16528,860,11,三芝,捷運淡水站,NWT157563,157563,860,0,16186,0540,2230
NWT16528,16528,860,11,三芝,捷運淡水站,NWT157563,157563,860,1,16186,0540,2230
NWT16528,16528,860,11,三芝,捷運淡水站,NWT159306,159306,860三芝站(車機),0,16186,0540,2230
NWT16528,16528,860,11,三芝,捷運淡水站,NWT159307,159307,860捷運淡水站(車機),1,16186,0540,2230
NWT16529,16529,861,11,馬偕醫學院,捷運淡水站,NWT157564,157564,861馬偕醫學院,0,16186,0555,1700
NWT16529,16529,861,11,馬偕醫學院,捷運淡水站,NWT157564,157564,861馬偕醫學院,1,16186,0555,1700
NWT16529,16529,861,11,馬偕醫學院,捷運淡水站,NWT160457,160457,861三芝,0,16186,0555,1700
NWT16529,16529,861,11,馬偕醫學院,捷運淡水站,NWT160457,160457,861三芝,1,16186,0555,1700
NWT16530,16530,865,11,捷運淡水站,茂林,NWT157565,157565,865,0,16186,0625,0625
NWT16530,16530,865,11,捷運淡水站,茂林,NWT157565,157565,865,1,16186,0625,0625
NWT16531,16531,866,11,捷運淡水站,內橫山,NWT157566,157566,866,0,16186,0845,0845
NWT16531,16531,866,11,捷運淡水站,內橫山,NWT157566,157566,866,1,16186,0845,0845
NWT16532,16532,867,11,捷運淡水站,順天聖母廟,NWT157567,157567,867,0,16186,1135,1135
NWT16532,16532,867,11,捷運淡水站,順天聖母廟,NWT157567,157567,867,1,16186,1135,1135
NWT16535,16535,874,11,捷運淡水站,大湖,NWT157570,157570,874,0,16186,0610,1815
NWT16535,16535,874,11,捷運淡水站,大湖,NWT157570,157570,874,1,16186,0645,1850
NWT16536,16536,875,11,捷運淡水站,北新莊,NWT157571,157571,875,0,16186,0550,2120
NWT16536,16536,875,11,捷運淡水站,北新莊,NWT157571,157571,875,1,16186,0550,2120
NWT16538,16538,877,11,捷運淡水站,石門,NWT157573,157573,877捷運淡水站,0,16186,0645,1535
NWT16538,16538,877,11,捷運淡水站,石門,NWT158932,158932,877石門區公所,1,16186,0745,1635
NWT16542,16542,879,11,馬偕醫學院,關渡,NWT157577,157577,879馬偕醫學院,0,16186,0645,1530
NWT16542,16542,879,11,馬偕醫學院,關渡,NWT157577,157577,879馬偕醫學院,1,16186,0645,1530
NWT16542,16542,879,11,馬偕醫學院,關渡,NWT159460,159460,879三芝,0,16186,0645,1530
NWT16542,16542,879,11,馬偕醫學院,關渡,NWT159460,159460,879三芝,1,16186,0645,1530
NWT16543,16543,882,11,馬偕醫學院,捷運紅樹林站,NWT157578,157578,882,0,16186,0600,2000
NWT16543,16543,882,11,馬偕醫學院,捷運紅樹林站,NWT157578,157578,882,1,16186,1800,1800
NWT16543,16543,882,11,馬偕醫學院,捷運紅樹林站,NWT161417,161417,882捷運紅樹林站,1,16186,1800,1800
NWT16544,16544,藍39,11,汐止社后,南港車站,NWT157579,157579,藍39,0,16187,0600,2330
NWT16544,16544,藍39,11,汐止社后,南港車站,NWT157579,157579,藍39,1,16187,0600,2330
NWT16544,16544,藍39,11,汐止社后,南港車站,NWT159527,159527,藍39寵物友善公車(新北市)(先行取消),0,16187,0600,2330
NWT16544,16544,藍39,11,汐止社后,南港車站,NWT159527,159527,藍39寵物友善公車(新北市)(先行取消),1,16187,0600,2330
NWT16547,16547,808,11,瑞芳火車站(區民廣場),猴硐活動中心,NWT157582,157582,808瑞芳火車站(區民廣場),0,16190,0600,2130
NWT16547,16547,808,11,瑞芳火車站(區民廣場),猴硐活動中心,NWT159111,159111,808猴硐活動中心,1,16190,0620,2150
NWT16548,16548,827,11,瑞芳,福山宮,NWT157583,157583,827瑞芳火車站(區民廣場),0,16190,0740,1700
NWT16548,16548,827,11,瑞芳,福山宮,NWT159179,159179,827福山宮,1,16190,0810,1730
NWT16551,16551,825,11,瑞芳,金瓜石,NWT157586,157586,825瑞芳火車站(區民廣場),0,16190,0930,0930
NWT16551,16551,825,11,瑞芳,金瓜石,NWT158924,158924,825金瓜石(黃金博物館),1,16190,1810,1810
NWT16552,16552,856(台灣好行-黃金福隆線),11,瑞芳火車站,馬崗(三貂角燈塔),NWT157587,157587,856瑞芳火車站(區民廣場),0,16190,0900,1510
NWT16552,16552,856(台灣好行-黃金福隆線),11,瑞芳火車站,馬崗(三貂角燈塔),NWT158926,158926,856馬崗(三貂角燈塔),1,16190,1025,1625
NWT16554,16554,826,11,猴硐遊客中心,水湳洞,NWT157589,157589,826猴硐遊客中心,0,16190,0000,0000
NWT16554,16554,826,11,猴硐遊客中心,水湳洞,NWT158949,158949,826水湳洞,1,16190,0000,0000
NWT16556,16556,888,11,萬里,圳頭,NWT157591,157591,888萬里區公所,0,16190,0605,1750
NWT16556,16556,888,11,萬里,圳頭,NWT158933,158933,888圳頭,1,16190,0620,1810
NWT16560,16560,932,11,三峽北大社區,新北板橋公車站,NWT157596,157596,932,0,16176,0600,2220
NWT16560,16560,932,11,三峽北大社區,新北板橋公車站,NWT157596,157596,932,1,16176,0600,2220
NWT16562,16562,935,11,錦繡山莊,臺北市政府,NWT157598,157598,935,0,16178,0600,2200
NWT16562,16562,935,11,錦繡山莊,臺北市政府,NWT157598,157598,935,1,16178,0600,2200
NWT16564,16564,876,11,捷運淡水站,三芝,NWT158931,158931,876三芝,1,16186,0510,0510
NWT16564,16564,876,11,捷運淡水站,三芝,NWT159451,159451,876,0,16186,0600,1715
NWT16564,16564,876,11,捷運淡水站,三芝,NWT159451,159451,876,1,16186,0510,0510
NWT16565,16565,886,11,瑞芳,和美國小,NWT157601,157601,886瑞芳,0,16190,0535,1600
NWT16565,16565,886,11,瑞芳,和美國小,NWT159117,159117,886和美國小,1,16190,0600,1625
NWT16565,16565,886,11,瑞芳,和美國小,NWT159187,159187,886繞瑞芳,0,16190,0535,1600
NWT16565,16565,886,11,瑞芳,和美國小,NWT159188,159188,886繞龍洞灣,1,16190,0600,1625
NWT16565,16565,886,11,瑞芳,和美國小,NWT161217,161217,886繞威遠廟,0,16190,0535,1600
NWT16571,16571,797,11,五股,臺北,NWT157613,157613,797,0,16185,0610,1700
NWT16571,16571,797,11,五股,臺北,NWT157613,157613,797,1,16185,0610,1700
NWT16573,16573,800,11,樹林,捷運輔大站,NWT157615,157615,800,0,16185,0700,1800
NWT16573,16573,800,11,樹林,捷運輔大站,NWT157615,157615,800,1,16185,0700,1800
NWT16576,16576,799,11,樹林,臺北(經大安路),NWT157618,157618,799,0,16185,0520,1555
NWT16576,16576,799,11,樹林,臺北(經大安路),NWT157618,157618,799,1,16185,0520,1515
NWT16577,16577,871經中山北路,11,捷運淡水站,行忠堂,NWT157619,157619,871經中山北路,0,16186,0535,0535
NWT16577,16577,871經中山北路,11,捷運淡水站,行忠堂,NWT157619,157619,871經中山北路,1,16186,0535,0535
NWT16578,16578,872經正德國中、直行中山北路,11,捷運淡水站,中泰,NWT157620,157620,872經正德國中,0,16186,0530,1850
NWT16578,16578,872經正德國中、直行中山北路,11,捷運淡水站,中泰,NWT157620,157620,872經正德國中,1,16186,0530,1850
NWT16578,16578,872經正德國中、直行中山北路,11,捷運淡水站,中泰,NWT159595,159595,872直行中山北路,0,16186,0530,1850
NWT16578,16578,872經正德國中、直行中山北路,11,捷運淡水站,中泰,NWT159595,159595,872直行中山北路,1,16186,0530,1850
NWT16579,16579,873經正德國中,11,捷運淡水站,中和里,NWT157621,157621,873經正德國中,0,16186,0530,0635
NWT16579,16579,873經正德國中,11,捷運淡水站,中和里,NWT157621,157621,873經正德國中,1,16186,0530,0635
NWT16580,16580,891,11,黃金博物館,保民堂,NWT157622,157622,891,0,16190,1000,1700
NWT16581,16581,275,11,宏國德霖科技大學,松山機場,NWT157623,157623,275,0,16176,0530,2140
NWT16581,16581,275,11,宏國德霖科技大學,松山機場,NWT157623,157623,275,1,16176,0530,2140
NWT16582,16582,橘25,11,蘆洲,捷運三重國小站,NWT157626,157626,橘25,0,16179,0600,1800
NWT16582,16582,橘25,11,蘆洲,捷運三重國小站,NWT157626,157626,橘25,1,16179,0600,1800
NWT16583,16583,936,11,林口,捷運圓山站,NWT157631,157631,936,0,16179,0530,2330
NWT16583,16583,936,11,林口,捷運圓山站,NWT157631,157631,936,1,16179,0530,2330
NWT16583,16583,936,11,林口,捷運圓山站,NWT159338,159338,936師大(林口校區)(車機),0,16179,0530,2330
NWT16583,16583,936,11,林口,捷運圓山站,NWT159339,159339,936庫倫街(車機),1,16179,0530,2330
NWT16584,16584,820,11,泰山,捷運民權西路站,NWT157632,157632,820,0,16189,0620,1700
NWT16584,16584,820,11,泰山,捷運民權西路站,NWT157632,157632,820,1,16189,0620,1700
NWT16585,16585,908,11,三峽,捷運景安站,NWT157633,157633,908,0,16176,0530,2200
NWT16585,16585,908,11,三峽,捷運景安站,NWT157633,157633,908,1,16176,0530,2200
NWT16585,16585,908,11,三峽,捷運景安站,NWT161757,161757,908三峽國小(三鶯國民運動中心)(車機),0,16176,0530,2200
NWT16585,16585,908,11,三峽,捷運景安站,NWT161758,161758,908南華路口(車機),1,16176,0530,2200
NWT16586,16586,藍46,11,二鬮,捷運頂埔站,NWT157634,157634,藍46,0,16176,0600,2100
NWT16586,16586,藍46,11,二鬮,捷運頂埔站,NWT157634,157634,藍46,1,16176,0600,2100
NWT16588,16588,264,11,板橋,捷運蘆洲站,NWT157636,157636,264,0,16176,0500,2200
NWT16588,16588,264,11,板橋,捷運蘆洲站,NWT157636,157636,264,1,16176,0500,2200
NWT16588,16588,264,11,板橋,捷運蘆洲站,NWT159046,159046,264歡仔園,0,16176,0500,2200
NWT16588,16588,264,11,板橋,捷運蘆洲站,NWT159294,159294,264捷運蘆洲站,1,16176,0500,2200
NWT16590,16590,綠12,11,坪林,捷運新店站,NWT157638,157638,綠12坪林站,0,16178,0600,1915
NWT16590,16590,綠12,11,坪林,捷運新店站,NWT158951,158951,綠12捷運新店站(新店路),1,16178,0545,1915
NWT16591,16591,857,11,淡海,板橋,NWT157639,157639,857,0,16179,0440,2220
NWT16591,16591,857,11,淡海,板橋,NWT157639,157639,857,1,16179,0440,2220
NWT16591,16591,857,11,淡海,板橋,NWT159336,159336,857三重客運淡水站(車機),0,16179,0440,2220
NWT16591,16591,857,11,淡海,板橋,NWT159337,159337,857新北板橋公車站(車機),1,16179,0440,2220
NWT16592,16592,橘21,11,龍壽里,新北產業園區,NWT157640,157640,橘21,0,16179,0530,2330
NWT16592,16592,橘21,11,龍壽里,新北產業園區,NWT157640,157640,橘21,1,16179,0530,2330
NWT16593,16593,橘18,11,蘆洲,五華街,NWT157641,157641,橘18,0,16182,0540,2200
NWT16593,16593,橘18,11,蘆洲,五華街,NWT157641,157641,橘18,1,16182,0540,2200
NWT16594,16594,801,11,五股,松山機場,NWT157642,157642,801,0,16185,0510,2200
NWT16594,16594,801,11,五股,松山機場,NWT157642,157642,801,1,16185,0510,2200
NWT16595,16595,803,11,五股,松山機場,NWT157643,157643,803,0,16185,0500,2100
NWT16595,16595,803,11,五股,松山機場,NWT157643,157643,803,1,16185,0500,2100
NWT16599,16599,藍32,11,南雅站,聯合醫院(板橋院區),NWT157647,157647,藍32,0,16176,0600,2100
NWT16599,16599,藍32,11,南雅站,聯合醫院(板橋院區),NWT157647,157647,藍32,1,16176,0600,2100
NWT16601,16601,藍40,11,華克山莊,土城,NWT157649,157649,藍40,0,16176,0630,2000
NWT16601,16601,藍40,11,華克山莊,土城,NWT157649,157649,藍40,1,16176,0630,2000
NWT16602,16602,藍45,11,成福,捷運永寧站,NWT157650,157650,藍45,0,16176,0600,2200
NWT16602,16602,藍45,11,成福,捷運永寧站,NWT157650,157650,藍45,1,16176,0600,2200
NWT16603,16603,920,11,林口,捷運府中站,NWT157651,157651,920,0,16176,0500,2200
NWT16603,16603,920,11,林口,捷運府中站,NWT157651,157651,920,1,16176,0500,2200
NWT16604,16604,925,11,林口,蘆洲,NWT157652,157652,925捷運蘆洲站(車機),1,16176,0500,2200
NWT16604,16604,925,11,林口,蘆洲,NWT158941,158941,925林口站(車機),0,16176,0500,2200
NWT16604,16604,925,11,林口,蘆洲,NWT160357,160357,925,0,16176,0500,2200
NWT16604,16604,925,11,林口,蘆洲,NWT160357,160357,925,1,16176,0500,2200
NWT16606,16606,981,11,北大社區,鶯歌,NWT157654,157654,981,0,16176,0530,2200
NWT16606,16606,981,11,北大社區,鶯歌,NWT157654,157654,981,1,16176,0530,2200
NWT16606,16606,981,11,北大社區,鶯歌,NWT161577,161577,981繞,0,16176,0530,2200
NWT16606,16606,981,11,北大社區,鶯歌,NWT161577,161577,981繞,1,16176,0530,2200
NWT16607,16607,889,11,三峽,捷運亞東醫院站,NWT157655,157655,889,0,16176,0620,2000
NWT16607,16607,889,11,三峽,捷運亞東醫院站,NWT157655,157655,889,1,16176,0620,2000
NWT16608,16608,802,11,三峽,捷運新埔站,NWT157656,157656,802,0,16177,0510,2100
NWT16608,16608,802,11,三峽,捷運新埔站,NWT157656,157656,802,1,16177,0510,2100
NWT16609,16609,842,11,新莊,捷運新埔站,NWT157657,157657,842,0,16177,0600,2100
NWT16609,16609,842,11,新莊,捷運新埔站,NWT157657,157657,842,1,16177,0600,2100
NWT16610,16610,綠5,11,大崎腳,中正環河路口,NWT157658,157658,綠5,0,16178,0530,2230
NWT16610,16610,綠5,11,大崎腳,中正環河路口,NWT157658,157658,綠5,1,16178,0530,2230
NWT16611,16611,綠6,11,美之城,中和,NWT157659,157659,綠6,0,16178,0600,2230
NWT16611,16611,綠6,11,美之城,中和,NWT157659,157659,綠6,1,16178,0600,2230
NWT16612,16612,綠3,11,花園新城,中和,NWT157660,157660,綠3,0,16178,0600,2200
NWT16612,16612,綠3,11,花園新城,中和,NWT157660,157660,綠3,1,16178,0600,2200
NWT16613,16613,綠8,11,台北小城,中和,NWT157661,157661,綠8,0,16178,0600,2230
NWT16613,16613,綠8,11,台北小城,中和,NWT157661,157661,綠8,1,16178,0600,2230
NWT16614,16614,930延,11,大崎腳,板橋,NWT157662,157662,930延,0,16178,0630,1730
NWT16614,16614,930延,11,大崎腳,板橋,NWT157662,157662,930延,1,16178,0630,1730
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT157667,157667,紅26,0,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT157667,157667,紅26,1,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT159324,159324,紅26去(車機),0,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT159325,159325,紅26返(車機),1,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT159327,159327,紅26未進漁人碼頭去,0,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT159328,159328,紅26未進漁人碼頭返,1,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT159777,159777,紅26未進漁人碼頭(車機),0,16185,0600,0000
NWT16619,16619,紅26,11,漁人碼頭,捷運淡水站,NWT159777,159777,紅26未進漁人碼頭(車機),1,16185,0600,0000
NWT16620,16620,橘10,11,泰山,蘆洲,NWT157668,157668,橘10,0,16185,0600,1820
NWT16620,16620,橘10,11,泰山,蘆洲,NWT157668,157668,橘10,1,16185,0600,1820
NWT16626,16626,870,11,捷運淡水站,忠山,NWT157674,157674,870,0,16186,0750,1930
NWT16626,16626,870,11,捷運淡水站,忠山,NWT157674,157674,870,1,16186,0750,1930
NWT16627,16627,872,11,捷運淡水站,中泰,NWT157675,157675,872,0,16186,0840,1545
NWT16627,16627,872,11,捷運淡水站,中泰,NWT157675,157675,872,1,16186,0840,1545
NWT16628,16628,871,11,捷運淡水站,行忠堂,NWT157676,157676,871,0,16186,0910,1800
NWT16628,16628,871,11,捷運淡水站,行忠堂,NWT157676,157676,871,1,16186,0910,1800
NWT16629,16629,873,11,捷運淡水站,中和里,NWT157677,157677,873,0,16186,0825,1900
NWT16629,16629,873,11,捷運淡水站,中和里,NWT157677,157677,873,1,16186,0825,1900
NWT16630,16630,868,11,淡水,小坪頂,NWT157678,157678,868,0,16186,0600,1750
NWT16630,16630,868,11,淡水,小坪頂,NWT157678,157678,868,1,16186,0600,1750
NWT16630,16630,868,11,淡水,小坪頂,NWT160937,160937,868行經八勢路一段,0,16186,0600,1750
NWT16630,16630,868,11,淡水,小坪頂,NWT160937,160937,868行經八勢路一段,1,16186,0600,1750
NWT16632,16632,藍23,11,汐止社后,捷運昆陽站,NWT157680,157680,藍23,0,16187,0550,2330
NWT16632,16632,藍23,11,汐止社后,捷運昆陽站,NWT157680,157680,藍23,1,16187,0550,2330
NWT16633,16633,919,11,五堵,捷運忠孝復興站,NWT157681,157681,919,0,16188,0530,2200
NWT16633,16633,919,11,五堵,捷運忠孝復興站,NWT157681,157681,919,1,16188,0530,2200
NWT16635,16635,939,11,三峽,臺北市政府,NWT157696,157696,939,0,16176,0600,2100
NWT16635,16635,939,11,三峽,臺北市政府,NWT157696,157696,939,1,16176,0600,2100
NWT16637,16637,780,11,雙溪火車站,盤山坑,NWT157697,157697,780雙溪火車站,0,16224,0555,1610
NWT16637,16637,780,11,雙溪火車站,盤山坑,NWT158915,158915,780內盤山,1,16224,0635,1650
NWT16641,16641,788,11,基隆,水湳洞,NWT157701,157701,788去水湳洞,0,16190,0500,2230
NWT16641,16641,788,11,基隆,水湳洞,NWT160828,160828,788返水湳洞,1,16190,0500,2200
NWT16641,16641,788,11,基隆,水湳洞,NWT160829,160829,788城隍廟,0,16190,0500,2230
NWT16641,16641,788,11,基隆,水湳洞,NWT160830,160830,788金瓜石(黃金博物館),1,16190,0500,2200
NWT16642,16642,787,11,基隆,瑞芳,NWT159633,159633,787瑞芳至維也納(繞四腳亭農會),1,16190,0610,2215
NWT16642,16642,787,11,基隆,瑞芳,NWT159634,159634,787松竹梅至瑞芳(繞四腳亭農會),0,16190,0510,2110
NWT16643,16643,782,11,雙溪火車站,長源,NWT157703,157703,782雙溪火車站,0,16224,1840,1840
NWT16643,16643,782,11,雙溪火車站,長源,NWT158917,158917,782長源,1,16224,1900,1900
NWT16644,16644,781,11,雙溪火車站,長源,NWT157704,157704,781雙溪火車站,0,16224,0745,1945
NWT16644,16644,781,11,雙溪火車站,長源,NWT158916,158916,781長源,1,16224,0530,1755
NWT16651,16651,864,11,三芝,捷運劍潭站,NWT157715,157715,864,0,16186,0630,1730
NWT16651,16651,864,11,三芝,捷運劍潭站,NWT157715,157715,864,1,16186,0630,1730
NWT16655,16655,937,11,林口,圓山,NWT157719,157719,937,0,16182,0540,2240
NWT16655,16655,937,11,林口,圓山,NWT157719,157719,937,1,16182,0540,2240
NWT16656,16656,839耕莘,11,新店達觀,耕莘醫院,NWT157720,157720,839耕莘,0,16183,0815,1020
NWT16656,16656,839耕莘,11,新店達觀,耕莘醫院,NWT157720,157720,839耕莘,1,16183,0815,1020
NWT16659,16659,880,11,樹林,淡海,NWT157722,157722,880新市站,1,16185,0530,2200
NWT16659,16659,880,11,樹林,淡海,NWT157723,157723,880指南客運樹林站,0,16185,0530,2200
NWT16660,16660,883,11,淡海,捷運丹鳳站,NWT157724,157724,883,0,16185,0545,1500
NWT16660,16660,883,11,淡海,捷運丹鳳站,NWT157724,157724,883,1,16185,,
NWT16662,16662,948,11,林口,新北板橋公車站,NWT157726,157726,948,0,16176,0540,1900
NWT16662,16662,948,11,林口,新北板橋公車站,NWT157726,157726,948,1,16176,0540,1900
NWT16663,16663,藍43,11,三峽,捷運永寧站,NWT157727,157727,藍43,0,16176,0600,2000
NWT16663,16663,藍43,11,三峽,捷運永寧站,NWT157727,157727,藍43,1,16176,0600,2000
NWT16664,16664,921,11,三峽,捷運景安站,NWT157728,157728,921,0,16176,0600,2220
NWT16664,16664,921,11,三峽,捷運景安站,NWT157728,157728,921,1,16176,0600,2220
NWT16664,16664,921,11,三峽,捷運景安站,NWT161759,161759,921三峽二站(車機),0,16176,0600,2220
NWT16664,16664,921,11,三峽,捷運景安站,NWT161760,161760,921南華路口(車機),1,16176,0600,2220
NWT16665,16665,851,11,北大社區,鶯歌高職,NWT157729,157729,851,0,16176,0550,1930
NWT16665,16665,851,11,北大社區,鶯歌高職,NWT157729,157729,851,1,16176,0550,1930
NWT16665,16665,851,11,北大社區,鶯歌高職,NWT159303,159303,851延駛邱厝巷,0,16176,0550,1930
NWT16665,16665,851,11,北大社區,鶯歌高職,NWT159303,159303,851延駛邱厝巷,1,16176,0550,1930
NWT16665,16665,851,11,北大社區,鶯歌高職,NWT159314,159314,851不經二甲,0,16176,0550,1930
NWT16665,16665,851,11,北大社區,鶯歌高職,NWT159314,159314,851不經二甲,1,16176,0550,1930
